	variance
ABO	0.09971073515138829
ABR	0.11715226368774623
ABRA	0.16198831522256266
ABRACL	0.0
ABT1	0.08411517308314459
ABTB1	0.0
ABTB2	0.23114862250302906
ACAA1	0.0
ACACA	0.0
ACACB	0.0
ACAD10	0.0017793594306049825
ACAD11	0.0
ACAD8	0.0
ACAD9	0.0
ACADL	0.1761978165578752
ACADM	0.0017793594306049825
ACADSB	0.045816126515310106
ACADVL	0.0
ACAN	0.19004256506873213
ACAP1	0.01750813557386721
ACAP2	0.0
ACAP3	0.12230320792179698
ACAT1	0.0
ACAT2	0.0
ACBD3	0.0
ACBD4	0.08700782156926182
ACBD5	0.20994538222924236
ACBD6	0.0
ACCS	0.0
ACCSL	0.22698726854054466
ACD	0.0
ACE	0.10923554151521492
ACE2	0.23745408872057394
ACER1	0.09971073515138827
ACER2	0.24049898186385515
ACER3	0.0
ACHE	0.247197746779074
ACIN1	0.0
ACKR1	0.036034407292519076
ACKR2	0.2390272835112693
ACKR3	0.0
ACKR4	0.14422643855342204
ACLY	0.0
ACMSD	0.0
ACN9	0.0
ACO1	0.0
ACO2	0.0
ACOT1	0.005319047709669439
ACOT11	0.06315615861355865
ACOT12	0.2084990579861838
ACOT13	0.0
ACOT2	0.008833361879206551
ACOT4	0.0
ACOT6	0.06927131900964853
ACOT7	0.22963569122246125
ACOT8	0.0017793594306049825
ACOT9	0.0
ACOX1	0.2390272835112693
ACOX2	0.0017793594306049823
ACOX3	0.0
ACOXL	0.05693950177935943
ACP1	0.0
ACP2	0.0
ACP5	0.0017793594306049825
ACP6	0.0
ACPP	0.24998889882708178
ACPT	0.0017793594306049823
ACR	0.2502426399223552
ACRBP	0.21679639180162522
ACRC	0.01750813557386721
ACRV1	0.24904688501087913
ACSBG1	0.23114862250302906
ACSBG2	0.14881915237787127
ACSF2	0.00531904770966944
ACSF3	0.24343920680533623
ACSL1	0.003552375333828128
ACSL3	0.0
ACSL4	0.005319047709669441
ACSL5	0.23577939749176938
ACSL6	0.09693227015814414
ACSM1	0.14995147201552894
ACSM2B	0.014057256678148451
ACSM3	0.2206025082307268
ACSM4	0.11974042285953525
ACSM5	0.0767725401386695
ACSS1	0.0035523753338281283
ACSS2	0.1335217360965739
ACSS3	0.15551791729308997
ACTA1	0.08265933354901327
ACTA2	0.0
ACTB	0.0
ACTBL2	0.008833361879206551
ACTC1	0.15985689002226577
ACTG1	0.0
ACTG2	0.0
ACTL10	0.10519154280929455
ACTL6A	0.0
ACTL6B	0.22182046548803933
ACTL7A	0.12102498715435706
ACTL7B	0.15107744812580481
ACTL8	0.24891049917216967
ACTL9	0.07825375378232823
ACTN1	0.0
ACTN2	0.014057256678148451
ACTN3	0.09129921784307382
ACTN4	0.0
ACTR10	0.0
ACTR1A	0.0
ACTR1B	0.0
ACTR2	0.0
ACTR3	0.0017793594306049825
ACTR3B	0.09693227015814414
ACTR3BP2	0.18467594090369893
ACTR3BP5	0.1722648295811369
ACTR5	0.0
ACTR6	0.0
ACTR8	0.0035523753338281274
ACTRT1	0.007079376558128915
ACTRT2	0.04258092755057378
ACTRT3	0.1260998090598258
ACVR1	0.0
ACVR1B	0.1682303461662892
ACVR1C	0.03768055264810551
ACVR2A	0.0
ACVR2B	0.2161398367176052
ACVRL1	0.008833361879206553
ACY1	0.0
ACY3	0.21276190838677755
ACYP1	0.007079376558128916
ACYP2	0.0
ADA	0.0
ADAD1	0.03272308599920071
ADAD2	0.1587816621310446
ADAL	0.014057256678148451
ADAM10	0.01058100367290235
ADAM11	0.1661750432945744
ADAM12	0.24917692732220678
ADAM15	0.0
ADAM17	0.0
ADAM18	0.18190699120152753
ADAM19	0.249633661293699
ADAM2	0.23534486586611347
ADAM20	0.050621348507050835
ADAM21	0.24313788925469895
ADAM22	0.12484061887453139
ADAM23	0.2275296401316916
ADAM28	0.20323710202295084
ADAM29	0.22911869374084157
ADAM30	0.09693227015814414
ADAM32	0.2502426399223552
ADAM33	0.15441731529234146
ADAM5	0.020933640360058618
ADAM6	0.2084990579861838
ADAM7	0.1371470619952931
ADAM8	0.0017793594306049823
ADAM9	0.0
ADAMDEC1	0.10383085618589073
ADAMTS1	0.029386390596355012
ADAMTS10	0.1900425650687321
ADAMTS12	0.0767725401386695
ADAMTS13	0.23400320982485523
ADAMTS14	0.14881915237787124
ADAMTS15	0.20400784059984398
ADAMTS16	0.17325759161639426
ADAMTS17	0.24402281132446504
ADAMTS18	0.19684282642206027
ADAMTS2	0.16823034616628924
ADAMTS20	0.039320354476310104
ADAMTS3	0.0955335223704493
ADAMTS5	0.2247543469021384
ADAMTS6	0.11322244847469884
ADAMTS7	0.24861869691260524
ADAMTS8	0.23785690270932056
ADAMTS9	0.0
ADAMTSL1	0.14768048921283167
ADAMTSL2	0.0
ADAMTSL3	0.17325759161639426
ADAMTSL4	0.1809713209127067
ADAMTSL4-AS1	0.16092577438610517
ADAP1	0.0
ADAP2	0.0
ADAR	0.0
ADARB1	0.0
ADARB2	0.24990960473480883
ADARB2-AS1	0.23114862250302906
ADAT2	0.22698726854054466
ADCK1	0.0
ADCK2	0.0
ADCK3	0.0
ADCK4	0.0017793594306049825
ADCK5	0.0
ADCY1	0.04258092755057377
ADCY10	0.21744660335826338
ADCY2	0.008833361879206551
ADCY3	0.0
ADCY4	0.003552375333828128
ADCY5	0.15985689002226577
ADCY6	0.0
ADCY7	0.0
ADCY8	0.09129921784307382
ADCY9	0.0035523753338281274
ADCYAP1	0.07528498296762895
ADCYAP1R1	0.09412843105537265
ADD1	0.0
ADD2	0.06622642586636726
ADD3	0.0017793594306049823
ADGB	0.24998889882708178
ADH1A	0.12102498715435706
ADH1C	0.2498239671151541
ADH4	0.14422643855342204
ADH5	0.14995147201552894
ADH6	0.24373418082859158
ADH7	0.06927131900964853
ADHFE1	0.0035523753338281274
ADI1	0.247778179534512
ADIG	0.21065902905969894
ADIPOR1	0.0
ADIPOR2	0.0
ADIRF	0.0
ADK	0.020933640360058618
ADM	0.0017793594306049825
ADNP	0.0
ADNP2	0.0
ADO	0.0
ADORA1	0.24458104173406664
ADORA2A	0.0017793594306049823
ADORA2B	0.11322244847469883
ADORA3	0.0
ADPGK	0.0
ADPRH	0.05536947875235502
ADPRHL1	0.14995147201552894
ADPRHL2	0.0
ADPRM	0.0
ADRA1A	0.053793112197968784
ADRA1B	0.14653548252041032
ADRA1D	0.07078425029021639
ADRA2A	0.019224059730653824
ADRA2B	0.022636877462081567
ADRA2C	0.16304451253163835
ADRB1	0.11844951503733163
ADRB2	0.0035523753338281274
ADRB3	0.1476804892128317
ADRBK2	0.17908094975291958
ADRM1	0.0
ADSL	0.0
ADSS	0.0
ADSSL1	0.14995147201552894
ADTRP	0.22532209260281272
AEBP1	0.0
AEBP2	0.0
AEN	0.0
AES	0.0
AFAP1	0.0
AFAP1L2	0.0
AFF1	0.003552375333828128
AFF2	0.24777817953451195
AFF3	0.15661217576645667
AFF4	0.00531904770966944
AFG3L1P	0.24982396711515403
AFG3L2	0.0
AFM	0.01750813557386721
AFMID	0.0
AFP	0.2404989818638552
AFTPH	0.0
AGA	0.0
AGAP1	0.21276190838677755
AGAP11	0.17522408510476334
AGAP2	0.14306240127885517
AGAP3	0.0
AGAP4	0.08411517308314459
AGAP7P	0.14071529614757583
AGAP8	0.01405725667814845
AGAP9	0.0
AGBL1	0.10383085618589075
AGBL2	0.1984794564865739
AGBL3	0.11189982301558604
AGBL4	0.16924848231107387
AGBL5	0.0
AGER	0.25036633870630104
AGFG1	0.0
AGFG2	0.1722648295811369
AGGF1	0.0
AGL	0.2501887199396096
AGMAT	0.24313788925469895
AGMO	0.14995147201552894
AGO1	0.0
AGO2	0.0
AGO3	0.0017793594306049823
AGO4	0.050621348507050835
AGPAT1	0.1065458859053165
AGPAT2	0.0
AGPAT3	0.0870078215692618
AGPAT4	0.24904688501087918
AGPAT5	0.014057256678148451
AGPAT6	0.0458161265153101
AGPAT9	0.008833361879206551
AGPS	0.0
AGR2	0.07229083804340242
AGR3	0.10789388547395666
AGRN	0.0
AGRP	0.2084990579861838
AGT	0.2206025082307268
AGTPBP1	0.0
AGTR1	0.12735265571773843
AGTR2	0.22532209260281272
AGTRAP	0.0
AGXT	0.24153614859078537
AHCTF1	0.0
AHCY	0.0
AHCYL1	0.0
AHCYL2	0.0
AHDC1	0.0
AHI1	0.0
AHNAK	0.0
AHNAK2	0.23114862250302906
AHR	0.010581003672902352
AHSA1	0.0
AHSA2	0.0
AHSG	0.24186918377833178
AHSP	0.24813341706789482
AICDA	0.07379108226920664
AIDA	0.024333771036722684
AIF1	0.0
AIF1L	0.012322301939216317
AIFM1	0.0
AIFM2	0.01058100367290235
AIFM3	0.2120672921384665
AIG1	0.0
AIM1	0.0
AIM1L	0.1395322282908634
AIM2	0.09832467441845713
AIMP1	0.07825375378232823
AIMP2	0.0
AIP	0.0
AIPL1	0.1781262488819533
AIRE	0.12230320792179701
AJAP1	0.22532209260281275
AJUBA	0.13834281690676917
AK2	0.0
AK3	0.0
AK5	0.2451138980341409
AK7	0.06775204420169878
AK8	0.20776638057358174
AK9	0.2390272835112693
AKAP1	0.01058100367290235
AKAP10	0.0
AKAP11	0.0
AKAP12	0.06622642586636726
AKAP13	0.0
AKAP14	0.09271699621291415
AKAP17A	0.0
AKAP2	0.11584866881077895
AKAP3	0.0722908380434024
AKAP4	0.17126572401849774
AKAP5	0.0616115096960816
AKAP7	0.24373418082859158
AKAP8	0.0
AKAP8L	0.0
AKAP9	0.11189982301558606
AKIP1	0.0
AKIRIN1	0.0
AKIRIN2	0.0
AKNA	0.0
AKNAD1	0.1781262488819533
AKR1A1	0.0
AKR1B1	0.0
AKR1B10	0.22301304863582444
AKR1C1	0.06161150969608158
AKR1C2	0.24876776980607837
AKR1C3	0.0
AKR1C4	0.23577939749176932
AKR1CL1	0.17716520448360515
AKR1D1	0.22963569122246125
AKR1E2	0.197664313218008
AKR7A2	0.0
AKR7A2P1	0.12484061887453139
AKR7A3	0.0
AKT1	0.0
AKT1S1	0.18375930119702363
AKT2	0.13594496355643518
AKT3	0.24586560602888843
AKTIP	0.0
ALAD	0.07528498296762898
ALAS1	0.06622642586636726
ALAS2	0.1587816621310446
ALB	0.19091480008373457
ALCAM	0.0
ALDH18A1	0.0
ALDH1A1	0.0
ALDH1A2	0.024333771036722684
ALDH1A3	0.008833361879206551
ALDH1L1	0.24963366129369896
ALDH1L2	0.07677254013866949
ALDH2	0.0
ALDH3A1	0.22060250823072677
ALDH3A2	0.0
ALDH3B1	0.0017793594306049825
ALDH3B2	0.24458104173406658
ALDH4A1	0.003552375333828127
ALDH5A1	0.01058100367290235
ALDH6A1	0.0
ALDH7A1	0.0
ALDH8A1	0.10923554151521492
ALDH9A1	0.0
ALDOA	0.0
ALDOB	0.008833361879206551
ALDOC	0.0
ALG1	0.0017793594306049825
ALG10B	0.05693950177935943
ALG11	0.0
ALG12	0.010581003672902349
ALG13	0.0017793594306049825
ALG14	0.0
ALG1L	0.1846759409036989
ALG2	0.00883336187920655
ALG3	0.0
ALG5	0.0
ALG6	0.0
ALG8	0.0
ALG9	0.0
ALK	0.23745408872057394
ALKBH1	0.0
ALKBH2	0.0
ALKBH3	0.0
ALKBH4	0.0
ALKBH5	0.0
ALKBH6	0.0
ALKBH7	0.0
ALLC	0.09693227015814414
ALMS1	0.0
ALOX12	0.10109045235693762
ALOX12B	0.16092577438610514
ALOX15	0.17325759161639423
ALOX15B	0.23260446203716037
ALOX5	0.0
ALOX5AP	0.0
ALOXE3	0.24656022227719945
ALPI	0.2206025082307268
ALPK2	0.06622642586636726
ALPK3	0.1335217360965739
ALPL	0.0
ALS2	0.0
ALS2CL	0.20088682512798067
ALS2CR11	0.13714706199529308
ALS2CR12	0.16924848231107387
ALX1	0.0870078215692618
ALX3	0.23620758559004323
ALX4	0.06161150969608161
ALYREF	0.0
AMACR	0.0
AMBN	0.039320354476310104
AMBP	0.2084990579861838
AMBRA1	0.14306240127885514
AMD1	0.0
AMDHD1	0.11974042285953525
AMDHD2	0.0
AMELX	0.11057085402909143
AMELY	0.24485064164779466
AMER1	0.0
AMER2	0.20477223564935515
AMER3	0.09971073515138829
AMFR	0.0
AMH	0.23445677203265644
AMHR2	0.2335433040896721
AMICA1	0.00531904770966944
AMIGO1	0.19178069157135516
AMIGO3	0.15107744812580481
AMMECR1	0.012322301939216318
AMMECR1L	0.0
AMN	0.18283631796296648
AMN1	0.1298393184514181
AMOT	0.0
AMOTL1	0.1285991588482692
AMOTL2	0.25044246103488305
AMPD1	0.24990960473480883
AMPD2	0.08987509594585168
AMPD3	0.16092577438610514
AMPH	0.0393203544763101
AMT	0.0
AMTN	0.12230320792179704
AMY1A	0.0
AMY2A	0.2335433040896721
AMY2B	0.1566121757664567
AMZ2	0.0
AMZ2P1	0.22806566819545673
ANAPC1	0.0
ANAPC10	0.0
ANAPC11	0.20088682512798062
ANAPC13	0.0
ANAPC15	0.0
ANAPC16	0.0
ANAPC2	0.13953222829086342
ANAPC4	0.0
ANAPC5	0.0
ANAPC7	0.0
ANG	0.0
ANGEL1	0.0
ANGEL2	0.0
ANGPT1	0.015785867889698754
ANGPT2	0.0
ANGPT4	0.05693950177935943
ANGPTL1	0.12484061887453139
ANGPTL2	0.0
ANGPTL3	0.0490259513705191
ANGPTL4	0.14306240127885514
ANGPTL5	0.08265933354901327
ANGPTL6	0.24876776980607837
ANGPTL7	0.25033144930570095
ANK1	0.230146345176699
ANK2	0.2404989818638552
ANK3	0.04742421070660551
ANKAR	0.0017793594306049823
ANKDD1B	0.20009071244156024
ANKFN1	0.13230060707557045
ANKFY1	0.0
ANKH	0.2335433040896721
ANKHD1	0.005319047709669441
ANKK1	0.22911869374084157
ANKLE2	0.19091480008373454
ANKMY1	0.16092577438610514
ANKMY2	0.0
ANKRA2	0.0
ANKRD1	0.1809713209127067
ANKRD10	0.0
ANKRD11	0.0
ANKRD12	0.0
ANKRD13A	0.0
ANKRD13B	0.14538413230060712
ANKRD13C	0.0
ANKRD13D	0.22060250823072675
ANKRD16	0.0
ANKRD17	0.0
ANKRD18A	0.24941798136271653
ANKRD19P	0.24813341706789477
ANKRD2	0.08700782156926179
ANKRD20A1	0.20702735963359783
ANKRD20A2	0.10383085618589075
ANKRD20A4	0.1407152961475758
ANKRD22	0.029386390596355012
ANKRD23	0.17325759161639423
ANKRD24	0.11453873040642981
ANKRD26	0.0017793594306049823
ANKRD27	0.0616115096960816
ANKRD28	0.0
ANKRD29	0.10789388547395669
ANKRD30A	0.11453873040642981
ANKRD30B	0.21345018110770678
ANKRD30BP1	0.10519154280929455
ANKRD31	0.07078425029021639
ANKRD32	0.007079376558128915
ANKRD33	0.0
ANKRD33B	0.053793112197968784
ANKRD34A	0.10383085618589073
ANKRD34B	0.11584866881077895
ANKRD34C	0.2394047233904885
ANKRD35	0.00531904770966944
ANKRD36	0.12983931845141805
ANKRD36B	0.0
ANKRD37	0.0
ANKRD39	0.0
ANKRD40	0.07379108226920664
ANKRD42	0.1260998090598258
ANKRD44	0.12484061887453139
ANKRD46	0.0
ANKRD49	0.0
ANKRD50	0.0
ANKRD53	0.21413211030125412
ANKRD55	0.22532209260281275
ANKRD6	0.0
ANKRD60	0.249633661293699
ANKRD62	0.10246382603510505
ANKRD7	0.24963366129369896
ANKRD9	0.0
ANKS1A	0.0
ANKS1B	0.14653548252041032
ANKS3	0.0035523753338281283
ANKS6	0.05379311219796879
ANKZF1	0.12102498715435703
ANLN	0.05221040211620073
ANO1	0.0
ANO1-AS2	0.11453873040642981
ANO10	0.0
ANO2	0.09271699621291417
ANO3	0.18467594090369893
ANO4	0.13834281690676917
ANO5	0.13473652159019545
ANO6	0.0
ANO7	0.09553352237044932
ANO8	0.0
ANO9	0.027708527603859404
ANP32A	0.2390272835112693
ANP32B	0.0
ANP32C	0.24917692732220684
ANP32D	0.01750813557386721
ANP32E	0.20400784059984398
ANPEP	0.00531904770966944
ANTXR1	0.0
ANTXRL	0.06161150969608161
ANXA1	0.0
ANXA10	0.10109045235693762
ANXA11	0.0
ANXA13	0.1692484823110739
ANXA2	0.0
ANXA2P1	0.0
ANXA2P3	0.012322301939216317
ANXA2R	0.0
ANXA3	0.15219708070869886
ANXA4	0.13714706199529308
ANXA5	0.0
ANXA7	0.0
ANXA8	0.22963569122246125
ANXA8L2	0.22963569122246114
ANXA9	0.07229083804340242
AOC1	0.24153614859078537
AOC2	0.21345018110770678
AOC3	0.20628199516623213
AOX1	0.09553352237044932
AOX2P	0.20477223564935518
AP1AR	0.1800293070965041
AP1B1	0.0
AP1G1	0.0
AP1G2	0.0
AP1M1	0.0
AP1M2	0.007079376558128913
AP1S1	0.0
AP1S2	0.0
AP1S3	0.0458161265153101
AP2A1	0.015785867889698747
AP2A2	0.0
AP2B1	0.0
AP2M1	0.0
AP2S1	0.0
AP3B1	0.0
AP3B2	0.24904688501087918
AP3D1	0.0
AP3M1	0.0
AP3M2	0.0
AP3S1	0.24402281132446504
AP3S2	0.0
AP4B1	0.0
AP4E1	0.0
AP4M1	0.003552375333828128
AP4S1	0.0017793594306049825
AP5M1	0.0
AP5S1	0.0
AP5Z1	0.005319047709669439
APAF1	0.0
APBA1	0.04095381277713285
APBA2	0.15770009071244157
APBA3	0.0
APBB1	0.11057085402909143
APBB1IP	0.0
APBB3	0.0
APC	0.1837593011970236
APC2	0.1873877988594338
APCDD1	0.0035523753338281274
APCDD1L	0.036034407292519076
APCS	0.015785867889698747
APEH	0.0
APEX1	0.0
APEX2	0.0
APH1A	0.0
APH1B	0.0
API5	0.0
APIP	0.0
APLN	0.08556466908989414
APLNR	0.0
APLP1	0.2258834947761052
APLP2	0.0
APMAP	0.0
APOA1	0.19684282642206025
APOA1BP	0.0
APOA2	0.23662943016093535
APOA4	0.02433377103672268
APOA5	0.07677254013866949
APOB	0.14768048921283167
APOBEC1	0.10789388547395666
APOBEC2	0.11584866881077892
APOBEC3A	0.09412843105537265
APOBEC3B	0.15551791729309003
APOBEC3C	0.022636877462081567
APOBEC3D	0.11453873040642981
APOBEC3F	0.010581003672902352
APOBEC3G	0.003552375333828128
APOBEC3H	0.13473652159019545
APOBEC4	0.06161150969608161
APOC1	0.0
APOC2	0.055369478752355025
APOC3	0.15770009071244157
APOC4	0.20400784059984398
APOD	0.0
APOE	0.0
APOH	0.020933640360058615
APOL1	0.20246001991867602
APOL2	0.18916398652634786
APOL3	0.055369478752355025
APOL4	0.24511389803414088
APOL5	0.1722648295811369
APOM	0.0017793594306049823
APOOL	0.003552375333828128
APP	0.0
APPBP2	0.0
APPL1	0.0
APPL2	0.0
APRT	0.0
APTX	0.0
AQP1	0.031057910061468776
AQP10	0.09129921784307382
AQP11	0.020933640360058618
AQP12B	0.15107744812580481
AQP3	0.21872799588939426
AQP4	0.0490259513705191
AQP4-AS1	0.25041708692535564
AQP5	0.20776638057358177
AQP6	0.06622642586636726
AQP7	0.24511389803414088
AQP7P1	0.2502426399223552
AQP8	0.1761978165578752
AQP9	0.07825375378232823
AQR	0.0
AR	0.13714706199529308
ARAF	0.0
ARAP1	0.005319047709669441
ARAP2	0.19601499609873066
ARAP3	0.0
ARC	0.2451138980341409
AREL1	0.09693227015814414
ARF1	0.0
ARF3	0.0
ARF4	0.0
ARF5	0.0
ARF6	0.24458104173406658
ARFGAP1	0.0
ARFGAP2	0.0
ARFGAP3	0.0
ARFGEF1	0.0
ARFGEF2	0.0
ARFIP1	0.008833361879206551
ARFRP1	0.0017793594306049823
ARG1	0.07972862389860506
ARG2	0.17126572401849774
ARGLU1	0.0
ARHGAP1	0.0
ARHGAP10	0.0
ARHGAP11A	0.23400320982485523
ARHGAP11B	0.19349344396445087
ARHGAP12	0.0035523753338281283
ARHGAP15	0.0
ARHGAP17	0.0
ARHGAP18	0.25033144930570095
ARHGAP19	0.0
ARHGAP20	0.20323710202295087
ARHGAP21	0.0
ARHGAP22	0.005319047709669441
ARHGAP23	0.04742421070660552
ARHGAP24	0.03438191840955081
ARHGAP25	0.22418025767408228
ARHGAP26	0.2335433040896721
ARHGAP27	0.2099453822292424
ARHGAP28	0.19601499609873066
ARHGAP29	0.2349039907130759
ARHGAP30	0.00531904770966944
ARHGAP31	0.07528498296762898
ARHGAP32	0.0
ARHGAP33	0.0
ARHGAP35	0.21872799588939423
ARHGAP36	0.05693950177935942
ARHGAP39	0.0
ARHGAP4	0.0
ARHGAP42	0.1476804892128317
ARHGAP44	0.0
ARHGAP5	0.2394047233904885
ARHGAP6	0.020933640360058618
ARHGAP9	0.0
ARHGDIA	0.0
ARHGDIB	0.0
ARHGEF1	0.019224059730653824
ARHGEF10	0.0
ARHGEF10L	0.0490259513705191
ARHGEF11	0.0
ARHGEF12	0.0
ARHGEF15	0.18375930119702363
ARHGEF16	0.01750813557386721
ARHGEF17	0.0
ARHGEF18	0.0
ARHGEF19	0.0
ARHGEF2	0.0
ARHGEF25	0.1960149960987307
ARHGEF28	0.23534486586611347
ARHGEF3	0.0
ARHGEF35	0.16617504329457436
ARHGEF37	0.0070793765581289156
ARHGEF38	0.03603440729251907
ARHGEF39	0.18827906445658174
ARHGEF4	0.24861869691260524
ARHGEF40	0.0035523753338281274
ARHGEF5	0.16304451253163837
ARHGEF6	0.0
ARHGEF7	0.23620758559004323
ARHGEF9	0.11584866881077892
ARID1A	0.0
ARID1B	0.17325759161639423
ARID2	0.0017793594306049825
ARID3A	0.0
ARID3B	0.0
ARID3C	0.12735265571773843
ARID4A	0.003552375333828128
ARID4B	0.0
ARID5A	0.055369478752355025
ARID5B	0.0
ARIH1	0.0
ARIH2	0.0
ARL1	0.0
ARL11	0.12102498715435708
ARL13A	0.14306240127885517
ARL13B	0.2503948845795193
ARL14	0.1672058664941227
ARL15	0.012322301939216317
ARL16	0.0
ARL17A	0.0
ARL2	0.0
ARL2BP	0.0
ARL3	0.0
ARL4A	0.022636877462081567
ARL4C	0.09271699621291415
ARL4D	0.2167963918016252
ARL5A	0.0
ARL5B	0.0
ARL5C	0.24876776980607837
ARL6	0.027708527603859404
ARL6IP1	0.0
ARL6IP4	0.0
ARL6IP5	0.0
ARL6IP6	0.008833361879206551
ARL8A	0.24586560602888843
ARL8B	0.0
ARL9	0.1453841323006071
ARMC1	0.0
ARMC10	0.0
ARMC12	0.07528498296762895
ARMC2	0.2479589700648943
ARMC4	0.22121465862307393
ARMC5	0.003552375333828127
ARMC6	0.0
ARMC7	0.0
ARMC8	0.23400320982485523
ARMC9	0.24952899309189866
ARMCX1	0.0
ARMCX2	0.0
ARMCX3	0.008833361879206551
ARMCX5	0.0
ARMCX6	0.0
ARNT	0.06927131900964853
ARNT2	0.014057256678148451
ARNTL	0.0017793594306049825
ARNTL2	0.1900425650687321
ARPC1A	0.0
ARPC1B	0.0
ARPC2	0.0
ARPC4	0.0
ARPC5	0.0
ARPC5L	0.0
ARPIN	0.0
ARPP19	0.0
ARPP21	0.04095381277713285
ARR3	0.075284982967629
ARRB1	0.0
ARRB2	0.1038308561858907
ARRDC1	0.003552375333828128
ARRDC2	0.24952899309189866
ARRDC3	0.0
ARRDC4	0.01058100367290235
ARRDC5	0.23114862250302906
ARSA	0.0
ARSB	0.2120672921384665
ARSD	0.0
ARSE	0.20553028717148455
ARSF	0.08265933354901327
ARSG	0.005319047709669441
ARSH	0.24562138022468777
ARSI	0.16092577438610514
ARSJ	0.10383085618589073
ARSK	0.020933640360058618
ART1	0.23164024587512128
ART3	0.24313788925469895
ART4	0.012322301939216317
ART5	0.06927131900964852
ARTN	0.13594496355643518
ARV1	0.0
ARX	0.24313788925469895
AS3MT	0.0
ASAH1	0.0
ASAH2	0.22418025767408228
ASAH2B	0.2500618493919729
ASAP1	0.0
ASAP2	0.0
ASAP3	0.0
ASB1	0.0
ASB10	0.15441731529234146
ASB11	0.19091480008373454
ASB12	0.18916398652634786
ASB13	0.0
ASB14	0.044201698796632855
ASB15	0.08119715048750008
ASB16	0.24313788925469895
ASB16-AS1	0.0
ASB17	0.08411517308314459
ASB2	0.24373418082859158
ASB4	0.0490259513705191
ASB5	0.022636877462081567
ASB6	0.0
ASB7	0.18738779885943374
ASB8	0.0
ASB9	0.08556466908989413
ASCC2	0.0
ASCC3	0.1260998090598258
ASCL1	0.24186918377833178
ASCL2	0.0
ASCL3	0.07379108226920662
ASCL4	0.11453873040642981
ASF1A	0.0
ASF1B	0.012322301939216317
ASGR1	0.007079376558128915
ASGR2	0.24537081089310525
ASH1L	0.16409436631333219
ASH2L	0.0
ASIC1	0.12230320792179698
ASIC2	0.24876776980607837
ASIC3	0.0
ASIC4	0.05850318127898201
ASIC5	0.09553352237044932
ASIP	0.2382533731706853
ASL	0.23014634517669894
ASMTL	0.0
ASNA1	0.2463350270551442
ASNS	0.0
ASNSD1	0.0
ASPA	0.2500618493919729
ASPDH	0.2047722356493552
ASPH	0.05221040211620072
ASPHD1	0.22418025767408228
ASPHD2	0.026024321083981953
ASPM	0.003552375333828128
ASPN	0.12102498715435708
ASPRV1	0.02770852760385941
ASPSCR1	0.0
ASRGL1	0.24699158213916428
ASS1	0.0035523753338281283
ASTE1	0.0
